sig,route,type,frames,frame_share_pct,dominant_reason,period_bucket,min_gap_s,median_gap_s,max_gap_s,lengths_seen,vary_idx,first_start_us,last_start_us,first_data,last_data
AA 1F 15 B5 24 0A 02 01,1F->15,B5,15,0.013,sync_boundary,>60s,362.601,2434.499,39175.338,23,"14,15,16",1344393020,63562459099,AA 1F 15 B5 24 0A 02 01 03 00 08 00 00 00 A0 40 B5 00 02 00 03 2F 00,AA 1F 15 B5 24 0A 02 01 03 00 08 00 00 00 A0 41 B4 00 02 00 03 2F 00
AA 10 FE B5 16 03 01 30,10->FE,B5,10,0.009,sync_boundary,~60s,59.918,59.991,1439.807,10,"8,9",43095449760,45015179988,AA 10 FE B5 16 03 01 30 0B 81,AA 10 FE B5 16 03 01 30 0C 86
AA 10 08 B5 07 02 09 36,10->08,B5,8,0.007,sync_boundary,~60s,59.966,59.989,60.015,15,-,43813744542,44233658723,AA 10 08 B5 07 02 09 36 79 00 02 CD 02 AE 00,AA 10 08 B5 07 02 09 36 79 00 02 CD 02 AE 00
AA 10 08 B5 07 02 09 3E,10->08,B5,7,0.006,sync_boundary,~60s,59.956,60.000,60.008,15,-,42733884369,43093828794,AA 10 08 B5 07 02 09 3E 71 00 02 95 02 4D 00,AA 10 08 B5 07 02 09 3E 71 00 02 95 02 4D 00
AA 10 FE B5 16 08 00 25,10->FE,B5,7,0.006,sync_boundary,~60s,59.928,59.998,60.547,15,"8,14",71828459442,72188974490,AA 10 FE B5 16 08 00 25 49 18 22 03 07 26 B9,AA 10 FE B5 16 08 00 25 55 18 22 03 07 26 E1
AA 10 08 B5 07 02 09 2C,10->08,B5,6,0.005,sync_boundary,~60s,59.945,59.990,60.025,15,"11,13",62831211063,63131177070,AA 10 08 B5 07 02 09 2C 63 00 02 13 03 2B 00,AA 10 08 B5 07 02 09 2C 63 00 02 27 03 BC 00
01 01 9A 00,01->9A,00,5,0.004,sync_boundary,>60s,5968.681,8275.611,9808.908,4,-,26064882495,58393692759,01 01 9A 00,01 01 9A 00
AA 10 08 B5 07 02 09 2E,10->08,B5,5,0.004,sync_boundary,>60s,59.942,90.011,479.881,15,-,47413289313,48133135110,AA 10 08 B5 07 02 09 2E 61 00 02 05 03 75 00,AA 10 08 B5 07 02 09 2E 61 00 02 05 03 75 00
AA 10 08 B5 07 02 09 34,10->08,B5,5,0.004,sync_boundary,~60s,59.982,59.995,67.651,15,-,63611131065,63858754590,AA 10 08 B5 07 02 09 34 7B 00 02 ED 02 CA 00,AA 10 08 B5 07 02 09 34 7B 00 02 ED 02 CA 00
AA 10 08 B5 16 08 10 00,10->08,B5,4,0.003,sync_boundary,~10s,3.021,6.999,27.976,30,"10,11,14,19,20,21,24,25,26,27,28",4093976682,4131972539,AA 10 08 B5 16 08 10 00 FF FF 03 00 21 34 32 00 0B 00 00 FF 03 00 75 34 1C DA 47 4C 5A 00,AA 10 08 B5 16 08 10 00 FF FF 02 00 21 34 6C 00 0B 00 00 FF 02 00 75 34 03 10 D8 4C D4 00
0A 60 04 FF FF FF FF FF,60->04,FF,2,0.002,sync_boundary,>60s,43202.231,43202.231,43202.231,13,-,17791828824,60994059625,0A 60 04 FF FF FF FF FF FF FF FF 5B 00,0A 60 04 FF FF FF FF FF FF FF FF 5B 00
00 08 00 00 9E 00 FF FF,08->00,00,1,0.001,sync_boundary,single,,,,12,-,65898612810,65898612810,00 08 00 00 9E 00 FF FF FF 7F E0 00,00 08 00 00 9E 00 FF FF FF 7F E0 00
02 0E 02 5B 00,0E->02,5B,1,0.001,sync_boundary,single,,,,5,-,21556837406,21556837406,02 0E 02 5B 00,02 0E 02 5B 00
02 30 03 79 00,30->03,79,1,0.001,sync_boundary,single,,,,5,-,49693829625,49693829625,02 30 03 79 00,02 30 03 79 00
02 8D 02 66 00,8D->02,66,1,0.001,sync_boundary,single,,,,5,-,42194037390,42194037390,02 8D 02 66 00,02 8D 02 66 00
03 02 10 00 00 00 B4 42,02->10,00,1,0.001,sync_boundary,single,,,,10,-,19343020859,19343020859,03 02 10 00 00 00 B4 42 52 00,03 02 10 00 00 00 B4 42 52 00
07 4A 03 00 00 80 16 03,4A->03,00,1,0.001,sync_boundary,single,,,,10,-,51671675596,51671675596,07 4A 03 00 00 80 16 03 CF 00,07 4A 03 00 00 80 16 03 CF 00
07 55 03 00 00 80 16 03,55->03,00,1,0.001,sync_boundary,single,,,,10,-,45411917609,45411917609,07 55 03 00 00 80 16 03 B0 00,07 55 03 00 00 80 16 03 B0 00
09 29 28 80 0F FF 44 00,29->28,80,1,0.001,sync_boundary,single,,,,12,-,61049288496,61049288496,09 29 28 80 0F FF 44 00 00 29 94 00,09 29 28 80 0F FF 44 00 00 29 94 00
09 2A 2A 80 0F FF 67 00,2A->2A,80,1,0.001,sync_boundary,single,,,,12,-,57409766441,57409766441,09 2A 2A 80 0F FF 67 00 00 2B 90 00,09 2A 2A 80 0F FF 67 00 00 2B 90 00
09 2B 2A 50 0F FF 68 00,2B->2A,50,1,0.001,sync_boundary,single,,,,12,-,56219923543,56219923543,09 2B 2A 50 0F FF 68 00 00 2B FC 00,09 2B 2A 50 0F FF 68 00 00 2B FC 00
09 71 02 17 64 00 09 00,71->02,17,1,0.001,sync_boundary,single,,,,12,-,7817446492,7817446492,09 71 02 17 64 00 09 00 01 C8 5F 00,09 71 02 17 64 00 09 00 01 C8 5F 00
10 76 B5 12 03 0F 02 01,76->B5,12,1,0.001,sync_boundary,single,,,,20,-,41792425407,41792425407,10 76 B5 12 03 0F 02 01 51 00 07 58 03 00 00 80 17 03 0B 00,10 76 B5 12 03 0F 02 01 51 00 07 58 03 00 00 80 17 03 0B 00
AA 10 08 B5 07 02 09 35,10->08,B5,1,0.001,sync_boundary,single,,,,15,-,44294518375,44294518375,AA 10 08 B5 07 02 09 35 7A 00 02 D4 02 1E 00,AA 10 08 B5 07 02 09 35 7A 00 02 D4 02 1E 00
AA 10 08 B5 16 01 11 FB,10->08,B5,1,0.001,sync_boundary,single,,,,21,-,4063004801,4063004801,AA 10 08 B5 16 01 11 FB 00 09 01 05 06 10 06 34 06 0A 06 5B 00,AA 10 08 B5 16 01 11 FB 00 09 01 05 06 10 06 34 06 0A 06 5B 00
AA 10 76 B5 16 01 11 64,10->76,B5,1,0.001,sync_boundary,single,,,,12,-,4063983267,4063983267,AA 10 76 B5 16 01 11 64 00 00 00 00,AA 10 76 B5 16 01 11 64 00 00 00 00
AA 10 E0 07 04 01 01 82,10->E0,07,1,0.001,idle_timeout,single,,,,8,-,27365759114,27365759114,AA 10 E0 07 04 01 01 82,AA 10 E0 07 04 01 01 82
FF FF 5B 00,FF->5B,00,1,0.001,sync_boundary,single,,,,4,-,67464880876,67464880876,FF FF 5B 00,FF FF 5B 00
